dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,label
-0.06271465324468269,-2.162489945746504,1.2823577885499646,1.1410176495641204,0.9060180098453481,1.2807374014985988,0.4598616050403305,1.0408570548501779,-0.11631526644110432,-1.8321440276158814,false
-0.9202475332055265,-0.1617002778690145,-0.8093788417831347,0.6321172579304514,-1.7304361229683098,-0.0022079132070478035,0.810939486307842,0.9385939326106993,0.023700990396667274,-0.19743377004675403,false
-0.8149810136758565,-2.5906604479125135,-1.0684536827930962,-2.0754773438156318,0.5956981827617025,1.6341266043351779,0.6796593801219324,0.3215471459488254,0.0722063885125392,0.9654200672434513,false
-2.102481900364635,0.6274095634103733,1.6384047231089642,0.6420038346998017,-0.4129111950669507,-0.6475939558415443,-0.6819559775516534,1.9498666426669493,0.5899975332936133,-0.9503381927959232,false
-0.46107594317927186,1.5354682326001758,-0.2219286900572421,0.5630565587272726,-0.6990097237061622,1.2968930926562356,0.6028003551733024,1.3567998191689403,1.294296577371979,-0.009679963456797981,false
0.3686238007299098,-1.0650119299709415,-0.8754200428954503,-0.7230766117434195,1.1120117516986874,1.533187248838501,0.7647357435803908,-0.6427878625206751,0.010772460352101701,-0.024826346195841564,false
0.012093181553911215,0.41920024197846356,-1.2555709391974685,-0.13600254301227852,-0.4232568517073037,0.10726234857378433,-0.273270753423236,-0.4943270031552535,-0.8431354112255491,0.5305297475447932,false
-0.9660443689185918,0.41449656371690385,1.1328037663495145,-2.3567561809646254,-1.0490133443322593,-0.929175485820661,-0.7629609799874176,-1.56854994830233,1.0384731293453968,-0.2714328414392,false
-0.8766613051272063,-1.1108576386945608,-0.5766329982539039,-1.7892120081448617,-1.5742025737188092,0.8474573262204583,-1.1650168613217577,-0.6046379079899487,0.43986518112504286,-0.19852513808742103,false
-1.1406162288878012,1.252264407588967,0.4536226758188233,-1.0746390890862716,-0.1693157960093373,1.9297756984539922,0.05805733017979041,0.6288487243884742,0.6047693898393419,-0.4833364466122363,false
1.462546639153578,0.22267728548437551,-2.718036257883935,1.2660075660245682,-1.184884299484454,-2.502417861851483,0.1933123832036525,0.14315701535356903,2.145083719584903,-1.3997065620082734,false
0.14676075123913548,2.6148188298123665,-0.24712402628446503,1.1560763991327403,-0.29219812231351455,0.35114979597024215,0.1070631235838269,-0.05245854759214603,0.6614824434682954,0.4739089727221651,false
-2.6294498079715254,-2.0425096565425878,-1.0460464439901744,0.2144124431954669,0.4472673285994252,-0.3904284320324934,1.0352413819339943,-1.96068644870142,0.9756090925737313,-0.24146942724045414,false
-0.15275639687316142,-1.370517601157011,0.34067107584854905,-1.0918385971865519,0.8115730051344615,1.622481196295856,0.6401146262329384,-1.6983175663851313,0.7946366680486319,0.17604900966191847,false
1.0764266511292666,-0.542500576890303,-2.470089104977294,3.228481766976253,0.7625824817862941,-0.0591381995405469,1.855627531262017,-0.20558694610408373,-0.22286973134980878,-0.06645986820124558,false
-0.12981547523310993,-0.8740740717404721,1.8300671056170899,-0.6426872168340445,-0.05764254025482595,2.361344847200469,-0.7382208509291798,-0.1816612068993131,0.8247369368251998,-2.59278119685857,false
0.2186994155289777,-0.6535990737529602,0.4024033482827183,0.4298244653163471,-1.182367171982939,0.7521860825264359,1.86041300136974,1.4159960252617836,1.740470322585165,0.9537950582382408,false
0.234869874988704,-0.1884694979283869,1.5472435395309476,-1.9006863154092066,1.1739714698189456,0.2998769235535064,-0.0539733256351572,-0.18408745878525676,0.26597047777856236,0.24969594728801062,false
-0.08693138885689833,0.7231887256952658,0.47440529982816015,0.43843980163512547,-0.8077521869604453,0.8452371849172188,-0.7140554695931157,0.4137517763453941,1.020115790726987,1.0601336942634265,false
-2.0126742468154117,0.4599918728311369,1.988641734826088,-1.3280332349451967,0.8083394113358702,-1.390840513786279,1.7187190333720026,-1.6822506147204699,-0.04811504604988712,0.712367300820471,false
0.05651510018679197,0.3026261487988702,2.115035407470795,0.06266168783093773,0.23650044431632952,-1.0115201189451644,0.20960707545056884,-0.30217272089318803,-0.18630925966009568,-0.5929606147577264,false
0.867003889460413,-1.346308900690077,0.14397716754055684,-0.040807153652364744,-2.0221511326076755,-1.45762411260467,1.4196291674120058,0.21882025246980932,-1.9451599519373974,1.6462587576003858,false
0.07141199170817478,-1.1087324062688657,-1.931439536784723,-0.8526130222284931,1.348411658299916,-0.8300174292158311,-0.5507478423328303,0.32850612132658713,0.32220957355892677,0.38469390785967056,false
-0.4033669998011476,-0.22191496251504156,-0.9453009115087665,1.6771876559463514,1.2100253081732484,0.15747015664223674,1.0794161910360223,-0.9446083395158736,-0.5534215643654717,0.5099055412965916,false
-0.03301341765644351,0.5239854563088694,0.8272783256695386,0.7827167540231369,-0.1882743160059849,-1.6399919863968773,-0.5695732154269483,1.2489370283830847,-1.5061464013935761,-0.3248706362328727,false
-0.6511128836797763,-0.935632219447895,-2.21216360023286,-1.955674992141547,-1.0090375505237414,-0.48556070199760376,0.6341361637058857,0.6444452986523423,-0.3137950289896789,-0.3477350908703486,false
-2.699392025975403,-0.42719624259676664,0.2678564060011453,2.969086298218318,-0.697793367654958,-0.17392327861366888,0.5270640446373208,-0.6892595237947557,0.1076544414385558,-0.10404766118966971,false
-1.083562378676988,-0.48364721516959336,-0.5879667859617274,0.6955713820011484,-2.1583070891709624,-0.24908140312821475,0.8991376438587446,2.2306436844185757,-0.959477996868998,-0.37133792559424733,false
-1.1120956851765216,-0.7525921818239587,-0.6475495548434265,-1.3448687647464284,0.6328131216750915,-0.2497479289884936,0.11492277463378299,-0.6948324398350045,0.24486627633537755,-0.19780302562723762,false
1.5064612901394077,-0.5587633624862502,0.6855184946235992,1.1785976127152118,-2.1752229375165273,0.5038498835770392,0.9399427296057296,0.5335551347947384,0.13302497384429912,-0.02494301768945681,false
-1.3387355137663985,-0.06964713063587522,0.17285687427003138,0.3026305439520079,-0.4134535937931744,-0.19868500458106547,1.1485134026286627,-0.4611824805426577,2.120940121483936,0.20498502313698977,false
99998.86047486398,-0.2480577027078241,-0.8329545572139109,0.33308611140438604,0.15579438432164677,-1.962689901422436,-0.7847293465506118,-0.24130293434678463,-0.24046300572138846,-1.4053628434768004,true
-1.4973821106878682,0.6262806883944232,-2.013531550861793,-1.3442559712629403,1.7553143772394055,-1.3233396458825055,-0.5397703516730247,1.6831836231730666,0.824584271260238,0.5061203888882719,false
-2.2143375977854878,-0.5971487823893697,0.7551442191055273,-0.7488709689235536,-0.10164286411930255,1.5304006086304593,-0.12313591313112952,1.795523870232524,0.09033658398264412,-1.8416272697154144,false
1.2390889412468267,-0.6436769763233285,0.9764453586614819,1.01028514460867,1.8238274866324473,1.1650387443994787,-0.32663647043670807,0.42997032818257663,0.9769621007991226,0.23312551521315908,false
1.146497649193324,-0.5453705001510437,1.2480601798034952,-0.022921582929804684,0.289117768525914,-0.9261472367029284,0.5133635633583006,0.5270683127792132,0.41957628507125827,-0.956971190770533,false
