dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9
6.751115442333575,4.876924174853465,5.405387067866053,5.2356647483643375,6.270446101717808,5.678781681729511,4.752282791754569,6.828177355365039,4.91010178620376,2.7682196847005587,false
2.835447854116288,5.759440732970237,5.717630218055887,3.150689287301866,7.077730531153367,3.8865588406696405,7.4917886354166745,-3.2594659356863946,1.3109375696940901,5.93131783722709,false
3.355213230315021,1.8257393132605428,1.8932679606502898,4.100220046338805,2.7129232399895296,3.924793842949826,4.656046134059369,2.5645537076431104,3.64152966300893,5.297638271282586,false
3.5974536115771083,5.438725211832606,5.316989120863602,5.020557685313343,5.157899177286859,-0.7288132043326438,5.3605085294076975,0.4457960123264204,1.9132101843853135,2.682495786202197,false
3.0501329469070155,4.50637450132416,2.8245331576691464,1.5286870069146818,0.5897780304888549,2.027290926258406,4.465445997299974,5.04339428220561,2.3576105030656396,1.3487762143923843,false
5.904349254862937,5.246775004490637,5.448018950265176,-0.9554958408486431,4.33798186945337,5.571011969162314,6.839656293937814,5.892280067419334,5.810286227497473,1.5349747597787342,false
0.5128060052535766,2.9376146905229437,5.448554977169567,1.6482328628011311,3.4733795460382995,4.616995992374251,3.983549843206653,4.284288144330249,4.996049833035004,0.712096387680754,false
2.939141415027378,-2.150625881965847,2.2152396384992095,4.7614009689387125,4.570999971013874,5.187749873262205,6.192771443045576,4.93017424943317,4.061726885448787,5.4142716027914375,false
3.328623874578316,3.2560851754092144,3.0439826221054336,4.063043472416812,4.910212503288783,2.8501220510581424,2.7379920351951896,3.1385884296050084,3.316691475063208,5.985666721583165,false
3.7260075393473016,5.581518787675654,5.281278324606958,4.658007781670484,1.5421621774058276,2.4062284261120004,3.70419664844874,3.655673982309109,4.434903107411352,2.086483931495179,false
5.381758903772123,1.4317114055372948,4.85953383152863,4.848776550348862,4.258374715676645,0.7779989482167609,4.28676589783322,4.191053622566437,5.940258963173288,1.4934043953725622,false
4.7928760166314985,8.851740985119003,7.144857656720056,3.902009685649051,4.696483786115911,2.8458564224546454,3.3682778408709293,1.0589169533331257,1.833507790607868,5.114642869463517,false
5.4144729417464905,4.871961162093544,3.782870018327135,1.7381224552959846,5.5280208217438,5.085534620014676,5.61543142258475,3.3426086715149386,4.608391605735804,1.9965784312389117,false
7.058280129750949,6.944830497050861,0.2632888688783974,4.5302717268074595,8.12059385093745,6.441396731316646,6.113614693622438,3.677568782882239,3.998344500164812,3.6470674768252462,false
2.4554429640772963,4.4788817829803005,3.9304020141131106,8.404755383228448,3.2140448505615837,4.0550667379832825,3.636368486126015,3.776924356601126,1.6856873179994443,4.003511639130478,false
5.3371312591215725,3.992642875939988,4.406264225869815,5.46413279015907,7.790615521778182,5.730817123400145,7.55892079532983,5.3131074095003425,4.049227748691611,4.466732178065355,false
5.304247382694928,3.7681747087210855,3.6903361166601263,4.93867810807877,6.913433359544486,3.556422176204275,6.304058429116698,-0.018816857071892734,3.306232089573393,4.135628105157024,false
5.548835807351527,2.832104914359192,3.195094022074806,4.515906636814511,3.9678881911340707,4.288211449674149,5.762971971038046,4.9858817530391235,3.377527552701233,3.6709656685934666,false
2.3084183018852866,0.3347479580475383,7.9495713947102224,4.3713035346838085,1.7163844350777193,1.988781849006279,7.363676129586697,3.6321642601643793,0.9275964172087403,4.624457290339244,false
0.723509479644056,3.328343118040496,3.648737690579497,5.290215288927965,4.406349176059725,2.4646688952188045,9.979027116405874,4.697376950133414,3.6707878941733174,6.656804697679991,false
7.5295494064469946,0.7324815026212274,6.229352356839512,4.4317054543259475,0.9144268990822813,2.0966334618849145,5.5423325429811925,3.2177773110945793,-1.1707884485354545,4.951657981859019,true
5.41544542773937,4.212359912491786,5.355791610489227,2.6600250078811873,4.91776478328339,0.7547567250262568,4.525213798702586,7.119900905394051,1.0213074503391422,4.856161487212818,false
4.23600640588776,3.9145430273019906,5.027792275456113,5.917523225609391,3.9059814755352353,5.264866341575563,2.110412905654639,4.148247908890153,2.120659068189548,5.1839739832089125,false
0.9028650471679613,5.859642010058077,3.390075106509801,2.794797802426096,2.3187653388104534,7.670853668895754,1.4867999668510152,2.4814422934872598,3.0377731324278527,1.7698880737307259,false
4.0312435325137175,2.3892020897631854,6.093898740054288,2.9575827707039126,1.686645974538608,2.8053461770030133,5.953097772145326,2.4929054308389436,4.765142716710933,6.193735546470162,false
7.4129611498969155,0.5618188168086689,5.36940929689589,8.267009656428664,1.8740893455757694,9.310150155638585,2.734000353146428,7.156491796429128,3.904478919929835,5.44174001639162,false
5.154908721088593,4.762717258074658,4.722626833205186,5.352298263321348,2.9904158125849793,1.5547912321558095,5.963556834569647,3.6342789186521607,0.9045650425347413,6.771308052183997,false
7.1348654145066375,2.1102784813148348,3.918620465607203,4.009977589441689,1.9984614852537024,6.6430844806971665,1.4911841869942486,4.726911707780745,0.5214890674059816,2.199988766956472,false
5.326569887863611,4.673135960071099,4.97063572911001,3.8368933611583356,4.304665762509106,5.219341725790768,2.024809546471613,3.0964087024450584,5.060508587054021,2.733132375136783,false
3.445135211419167,3.9304105606832964,1.816743306031023,3.490302622866196,3.6414544375450544,4.917440333184917,5.964714777388016,4.716195858908846,4.929678564653379,3.2671698811558283,false
3.2325395112043616,6.265126030731238,4.485949842935485,3.1471146997528874,4.152842603679817,5.899304063997086,2.207971646465774,5.026338575981873,5.185087640104596,4.963006266060082,false
4.1720592588916645,6.248469978893883,2.611563888229152,1.311200721378789,2.176707115381054,3.517182036643712,5.778446987923238,5.2249797171703785,2.521306120383347,6.428138069352503,false
3.0087271464909566,1.6572849005502994,3.191387951514453,5.057666636926452,1.2850733977925919,5.463935026478519,7.413915915664649,6.548002967060836,2.6523040122836967,1.8725366327289121,false
2.9450848104903002,8.994262777330249,0.5634344425885596,6.0445593410664795,6.393599318642021,4.437064486548245,2.159735278884813,2.2879702267480266,3.3119280742458894,1.1703444256382256,false
5.577186200801066,7.175857677829501,4.097830648039403,4.6680040752264045,4.116167190035429,3.4861987072860727,3.673564527016264,0.04374369270501388,3.402142118183337,5.778846205015878,false
4.28224519144776,7.395958129093147,3.50928166768767,3.1154658108803783,4.173619381404092,4.693389649731161,0.18971236098377542,3.402442480750814,4.932825198552989,2.6769100607376153,false
2.9940354213169766,1.9660027338452788,5.239192229821066,2.502963826459651,3.9417585017622865,2.457479956575399,3.9389781558338455,2.7230420256043137,5.574972451919996,0.144843288471876,false
0.5693243725689991,-0.10837714687076705,3.7506070331709638,6.039345919612174,4.595309269307386,1.5974574577297576,4.761990204841772,7.182764457404199,1.4198443740857214,4.352659376692052,false
3.5282363028589843,3.69629612584306,5.8423775122883495,2.8311108566409944,2.811461705575242,4.5101341145662595,1.1366686078820503,6.798078002287523,3.699945881381546,4.1465533321698125,false
4.170782193485911,1.8293286811895708,2.6991173136709934,1.9681804616898937,1.0461099552995567,0.8704015184954783,2.931223967486993,3.9528534162515263,4.55461939723034,2.218858322666738,false
1.7604522019679019,7.6315237715546065,3.9090992479222275,7.031780482036152,4.648287594555904,4.874708711205888,0.7797974739765703,2.1551792353295838,1.1640123481184093,5.151745368617505,false
6.577875610704861,5.165983936163011,2.410577312312351,4.597654521268198,4.089907153844639,5.658638543518107,4.605955999609787,5.153004966003977,3.7328089435016274,2.926239488288399,false
4.285529822921183,4.496771592685166,-0.6865158279152928,6.033603116175042,5.525170786562322,2.420941002421863,0.04234502044506794,3.959396906401364,6.110224129348902,6.539581671790604,false
2.1810413691191997,-0.04958074073026175,1.849796115323446,1.245105057421895,1.975807196931334,4.011324930560138,5.402439815708647,3.931866259287726,2.0286909067438588,6.590326186633311,false
4.425096455504768,4.669583835690122,4.468097813160598,3.2527449386194123,5.933843181429203,-0.5019094320917281,10.214023523061368,3.5673586887271136,2.6885838313555768,4.521900261998893,false
4.979790967376592,2.182832838141403,1.6953202853076266,1.6621267653110485,4.909086281916924,6.630137256677522,3.7932198785609232,5.084101938139772,5.534125014499498,6.185749338332679,false
4.75084395768761,5.597332972692692,3.4892638807749896,0.5848627007067737,4.946439135975614,1.0448907717898086,4.523333714455039,4.669099939922082,0.9468105617624674,3.5024285407551017,false
3.5708939310383,4.131426308913659,1.3766898187760659,2.4586955045085137,3.342625430399375,6.101753533851118,1.8624627083570875,4.506284148032139,-1.1734874340346808,6.2837042315485,false
1.2068902572842042,4.8195423584155455,5.515736323421256,4.4904568604761605,7.243196044156093,6.103429729969849,8.571816042849047,0.061602008590611046,3.987045507510936,4.823117593999453,false
1.6148049921585188,7.557692874184703,5.177488984514218,3.6607686701131947,0.3050578663191934,7.251866109669168,4.569769282387027,6.106352783116595,2.829784504730001,3.9775549820222973,false
5.027629950109786,1.2604669399508421,2.697218502937525,4.216188205939935,4.393604883118255,4.859653402893844,4.153862461498567,6.203881633683956,10.514483436909513,7.16392871995636,false
4.112896541704637,9.851237081079242,2.973330258365876,6.362003722779885,1.101553044488087,0.7201759444334819,3.3344471316013533,3.325730302037415,4.086709188571982,1.659631303667056,false
